Input,Output,ObservedProb,ExpectedProb
pat-a,pata,1.0,0.4285724339114148
pat-a,pala,0.0,0.3333328804907588
pat-a,paa,0.0,0.2380946855978264
pat-ta,patta,1.0,0.4285724339114148
pat-ta,palta,0.0,0.3333328804907588
pat-ta,pata,0.0,0.2380946855978264
met-a,meta,1.0,0.4285724339114148
met-a,mela,0.0,0.3333328804907588
met-a,mea,0.0,0.2380946855978264
met-ta,metta,1.0,0.4285724339114148
met-ta,melta,0.0,0.3333328804907588
met-ta,meta,0.0,0.2380946855978264
pot-a,pota,1.0,0.4285724339114148
pot-a,pola,0.0,0.3333328804907588
pot-a,poa,0.0,0.2380946855978264
pot-ta,potta,1.0,0.4285724339114148
pot-ta,polta,0.0,0.3333328804907588
pot-ta,pota,0.0,0.2380946855978264
sut-a,suta,1.0,0.4285724339114148
sut-a,sula,0.0,0.3333328804907588
sut-a,sua,0.0,0.2380946855978264
sut-ta,sutta,1.0,0.4285724339114148
sut-ta,sulta,0.0,0.3333328804907588
sut-ta,suta,0.0,0.2380946855978264
kat-a,kata,1.0,0.4285724339114148
kat-a,kala,0.0,0.3333328804907588
kat-a,kaa,0.0,0.2380946855978264
kat-ta,katta,1.0,0.4285724339114148
kat-ta,kalta,0.0,0.3333328804907588
kat-ta,kata,0.0,0.2380946855978264
hot-a,hota,0.0,0.4285724339114148
hot-a,hola,1.0,0.3333328804907588
hot-a,hoa,0.0,0.2380946855978264
hot-ta,hotta,1.0,0.4285724339114148
hot-ta,holta,0.0,0.3333328804907588
hot-ta,hota,0.0,0.2380946855978264
mut-a,muta,0.0,0.4285724339114148
mut-a,mula,1.0,0.3333328804907588
mut-a,mua,0.0,0.2380946855978264
mut-ta,mutta,1.0,0.4285724339114148
mut-ta,multa,0.0,0.3333328804907588
mut-ta,muta,0.0,0.2380946855978264
mot-a,mota,0.0,0.4285724339114148
mot-a,mola,1.0,0.3333328804907588
mot-a,moa,0.0,0.2380946855978264
mot-ta,motta,1.0,0.4285724339114148
mot-ta,molta,0.0,0.3333328804907588
mot-ta,mota,0.0,0.2380946855978264
nit-a,nita,0.0,0.4285724339114148
nit-a,nila,1.0,0.3333328804907588
nit-a,nia,0.0,0.2380946855978264
nit-ta,nitta,1.0,0.4285724339114148
nit-ta,nilta,0.0,0.3333328804907588
nit-ta,nita,0.0,0.2380946855978264
tot-a,tota,0.0,0.4285724339114148
tot-a,tola,1.0,0.3333328804907588
tot-a,toa,0.0,0.2380946855978264
tot-ta,totta,1.0,0.4285724339114148
tot-ta,tolta,0.0,0.3333328804907588
tot-ta,tota,0.0,0.2380946855978264
not-a,nota,0.0,0.4285724339114148
not-a,nola,1.0,0.3333328804907588
not-a,noa,0.0,0.2380946855978264
not-ta,notta,1.0,0.4285724339114148
not-ta,nolta,0.0,0.3333328804907588
not-ta,nota,0.0,0.2380946855978264
mat-a,mata,0.0,0.4285724339114148
mat-a,mala,1.0,0.3333328804907588
mat-a,maa,0.0,0.2380946855978264
mat-ta,matta,1.0,0.4285724339114148
mat-ta,malta,0.0,0.3333328804907588
mat-ta,mata,0.0,0.2380946855978264
tus-a,tusa,1.0,0.4285724339114148
tus-a,tula,0.0,0.3333328804907588
tus-a,tua,0.0,0.2380946855978264
tus-ta,tutta,1.0,0.4285724339114148
tus-ta,tulta,0.0,0.3333328804907588
tus-ta,tuta,0.0,0.2380946855978264
sis-a,sisa,1.0,0.4285724339114148
sis-a,sila,0.0,0.3333328804907588
sis-a,sia,0.0,0.2380946855978264
sis-ta,sitta,1.0,0.4285724339114148
sis-ta,silta,0.0,0.3333328804907588
sis-ta,sita,0.0,0.2380946855978264
hus-a,husa,1.0,0.4285724339114148
hus-a,hula,0.0,0.3333328804907588
hus-a,hua,0.0,0.2380946855978264
hus-ta,hutta,1.0,0.4285724339114148
hus-ta,hulta,0.0,0.3333328804907588
hus-ta,huta,0.0,0.2380946855978264
kis-a,kisa,1.0,0.4285724339114148
kis-a,kila,0.0,0.3333328804907588
kis-a,kia,0.0,0.2380946855978264
kis-ta,kitta,1.0,0.4285724339114148
kis-ta,kilta,0.0,0.3333328804907588
kis-ta,kita,0.0,0.2380946855978264
mis-a,misa,0.0,0.4285724339114148
mis-a,mila,0.0,0.3333328804907588
mis-a,mia,1.0,0.2380946855978264
mis-ta,mitta,1.0,0.4285724339114148
mis-ta,milta,0.0,0.3333328804907588
mis-ta,mita,0.0,0.2380946855978264
pes-a,pesa,0.0,0.4285724339114148
pes-a,pela,0.0,0.3333328804907588
pes-a,pea,1.0,0.2380946855978264
pes-ta,petta,1.0,0.4285724339114148
pes-ta,pelta,0.0,0.3333328804907588
pes-ta,peta,0.0,0.2380946855978264
ses-a,sesa,0.0,0.4285724339114148
ses-a,sela,0.0,0.3333328804907588
ses-a,sea,1.0,0.2380946855978264
ses-ta,setta,1.0,0.4285724339114148
ses-ta,selta,0.0,0.3333328804907588
ses-ta,seta,0.0,0.2380946855978264
nes-a,nesa,0.0,0.4285724339114148
nes-a,nela,0.0,0.3333328804907588
nes-a,nea,1.0,0.2380946855978264
nes-ta,netta,1.0,0.4285724339114148
nes-ta,nelta,0.0,0.3333328804907588
nes-ta,neta,0.0,0.2380946855978264
nus-a,nusa,0.0,0.4285724339114148
nus-a,nula,0.0,0.3333328804907588
nus-a,nua,1.0,0.2380946855978264
nus-ta,nutta,1.0,0.4285724339114148
nus-ta,nulta,0.0,0.3333328804907588
nus-ta,nuta,0.0,0.2380946855978264
